latitude,longitude,address,charger_type,charging_capacity_kw,cost_usd_per_kwh,availability_simple,avg_users_per_day,station_operator
32.388876,-160.990132,"1220 Random Rd, City 311, Country",DC Fast Charger,50.0,0.1,24/7,74.0,ChargePoint
43.735573,-79.34851,"2342 Toronto Ave, Toronto",DC Fast Charger,150.0,0.29,daytime,81.0,Tesla
52.581069,13.452109,"1689 Berlin Ave, Berlin",AC Level 1,150.0,0.45,24/7,39.0,Ionity
37.602713,126.922362,"6132 Seoul Ave, Seoul",AC Level 1,150.0,0.44,24/7,41.0,ChargePoint
43.613981,-79.427142,"5619 Toronto Ave, Toronto",AC Level 1,22.0,0.48,6:00-22:00,84.0,EVgo
55.850404,37.504151,"3809 Moscow Ave, Moscow",AC Level 1,50.0,0.27,24/7,71.0,Ionity
55.844491,37.675473,"560 Moscow Ave, Moscow",AC Level 2,50.0,0.4,daytime,44.0,EVgo
55.740953,37.677421,"8930 Moscow Ave, Moscow",AC Level 2,350.0,0.28,6:00-22:00,23.0,Tesla
55.793066,37.541996,"1882 Moscow Ave, Moscow",AC Level 1,150.0,0.47,24/7,46.0,Ionity
-33.717843,18.412713,"284 Cape Town Ave, Cape Town",DC Fast Charger,350.0,0.26,24/7,48.0,EVgo
56.879558,-68.582214,"4434 Random Rd, City 403, Country",DC Fast Charger,50.0,0.36,daytime,20.0,Ionity
34.118738,-118.327895,"1756 Los Angeles Ave, Los Angeles",AC Level 2,50.0,0.12,6:00-22:00,26.0,Tesla
37.538673,126.904016,"5244 Seoul Ave, Seoul",AC Level 1,50.0,0.4,daytime,72.0,ChargePoint
37.637762,126.966266,"4610 Seoul Ave, Seoul",AC Level 2,22.0,0.37,6:00-22:00,49.0,Greenlots
55.732536,37.565003,"1876 Moscow Ave, Moscow",AC Level 2,50.0,0.45,daytime,63.0,Tesla
52.440392,13.416436,"4408 Berlin Ave, Berlin",AC Level 1,350.0,0.29,daytime,89.0,Tesla
37.703979,-122.410465,"1136 San Francisco Ave, San Francisco",AC Level 1,350.0,0.18,6:00-22:00,85.0,Ionity
37.510422,126.930998,"7735 Seoul Ave, Seoul",AC Level 2,22.0,0.42,6:00-22:00,54.0,Ionity
19.106153,72.906536,"6946 Mumbai Ave, Mumbai",AC Level 1,22.0,0.29,6:00-22:00,89.0,Greenlots
41.90781,-87.617358,"3484 Chicago Ave, Chicago",AC Level 2,150.0,0.45,daytime,18.0,Greenlots
-46.565147,71.345476,"3219 Random Rd, City 257, Country",AC Level 1,350.0,0.35,daytime,14.0,Greenlots
52.440242,13.414426,"7600 Berlin Ave, Berlin",AC Level 1,150.0,0.17,daytime,20.0,Tesla
34.061764,-118.336829,"1294 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.29,daytime,98.0,EVgo
52.555851,13.468756,"8550 Berlin Ave, Berlin",DC Fast Charger,50.0,0.33,24/7,41.0,Greenlots
13.858178,100.532609,"7270 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.17,6:00-22:00,61.0,EVgo
37.706375,-122.344045,"6412 San Francisco Ave, San Francisco",DC Fast Charger,22.0,0.25,6:00-22:00,69.0,ChargePoint
43.644046,-79.417113,"9183 Toronto Ave, Toronto",AC Level 2,22.0,0.26,24/7,19.0,Ionity
34.075727,-118.271967,"6135 Los Angeles Ave, Los Angeles",AC Level 2,350.0,0.15,daytime,96.0,Greenlots
13.703215,100.589598,"4237 Bangkok Ave, Bangkok",AC Level 2,50.0,0.13,24/7,88.0,ChargePoint
55.858327,37.66935,"7398 Moscow Ave, Moscow",DC Fast Charger,22.0,0.23,24/7,33.0,Ionity
5.478485,157.97671,"5270 Random Rd, City 355, Country",DC Fast Charger,150.0,0.48,24/7,81.0,ChargePoint
41.824044,-87.680113,"7211 Chicago Ave, Chicago",AC Level 2,350.0,0.2,daytime,22.0,ChargePoint
43.788528,-79.353823,"9964 Toronto Ave, Toronto",AC Level 1,150.0,0.38,daytime,88.0,Greenlots
37.770785,-122.406383,"1258 San Francisco Ave, San Francisco",DC Fast Charger,50.0,0.33,24/7,57.0,ChargePoint
52.440623,13.442743,"8636 Berlin Ave, Berlin",AC Level 1,150.0,0.16,6:00-22:00,34.0,Greenlots
52.596292,13.323901,"4543 Berlin Ave, Berlin",AC Level 1,350.0,0.28,24/7,91.0,EVgo
41.991458,-87.688067,"1007 Chicago Ave, Chicago",DC Fast Charger,50.0,0.37,daytime,75.0,Tesla
-33.82899,18.417974,"603 Cape Town Ave, Cape Town",AC Level 2,50.0,0.33,daytime,39.0,ChargePoint
19.133879,72.994423,"5646 Mumbai Ave, Mumbai",DC Fast Charger,350.0,0.37,6:00-22:00,19.0,ChargePoint
43.759847,-79.308078,"886 Toronto Ave, Toronto",AC Level 1,22.0,0.33,daytime,11.0,Tesla
35.01421,-68.761526,"6072 Random Rd, City 65, Country",AC Level 2,350.0,0.28,6:00-22:00,86.0,Tesla
37.591769,126.904405,"7786 Seoul Ave, Seoul",AC Level 2,350.0,0.2,24/7,26.0,Greenlots
55.707002,37.605486,"5059 Moscow Ave, Moscow",AC Level 2,50.0,0.46,24/7,43.0,ChargePoint
37.61675,127.040771,"8882 Seoul Ave, Seoul",AC Level 2,50.0,0.41,24/7,45.0,EVgo
-33.817097,18.556206,"2996 Cape Town Ave, Cape Town",DC Fast Charger,150.0,0.16,6:00-22:00,41.0,Tesla
34.128749,-118.365112,"6936 Los Angeles Ave, Los Angeles",AC Level 2,150.0,0.49,daytime,63.0,Greenlots
13.785824,100.410279,"9051 Bangkok Ave, Bangkok",AC Level 2,150.0,0.36,6:00-22:00,74.0,EVgo
19.599894,-99.124141,"8606 Mexico City Ave, Mexico City",AC Level 1,22.0,0.42,24/7,24.0,ChargePoint
19.446297,-99.073658,"9100 Mexico City Ave, Mexico City",AC Level 2,22.0,0.41,24/7,34.0,ChargePoint
39.83285,116.345486,"468 Beijing Ave, Beijing",AC Level 2,22.0,0.27,6:00-22:00,59.0,EVgo
-82.853337,-171.878498,"5713 Random Rd, City 88, Country",AC Level 1,350.0,0.45,daytime,78.0,EVgo
34.063584,-118.343221,"7483 Los Angeles Ave, Los Angeles",AC Level 1,22.0,0.31,daytime,43.0,Greenlots
19.413336,-99.131058,"2976 Mexico City Ave, Mexico City",AC Level 2,50.0,0.42,6:00-22:00,95.0,Ionity
-33.830571,151.277741,"278 Sydney Ave, Sydney",AC Level 2,50.0,0.37,24/7,18.0,EVgo
39.96037,116.371395,"2031 Beijing Ave, Beijing",DC Fast Charger,350.0,0.44,daytime,38.0,Greenlots
19.177961,72.817281,"9918 Mumbai Ave, Mumbai",AC Level 2,150.0,0.24,24/7,19.0,ChargePoint
41.912689,-87.747618,"2841 Chicago Ave, Chicago",DC Fast Charger,50.0,0.15,24/7,54.0,EVgo
41.895793,-87.762216,"6612 Chicago Ave, Chicago",AC Level 2,150.0,0.37,24/7,76.0,ChargePoint
-33.769583,18.422214,"2634 Cape Town Ave, Cape Town",AC Level 1,50.0,0.32,24/7,19.0,ChargePoint
37.535743,126.962197,"6193 Seoul Ave, Seoul",DC Fast Charger,50.0,0.41,daytime,41.0,Greenlots
-34.610485,75.731554,"6681 Random Rd, City 132, Country",AC Level 2,150.0,0.26,daytime,19.0,Greenlots
-33.824713,151.356865,"9996 Sydney Ave, Sydney",AC Level 1,22.0,0.11,daytime,57.0,Greenlots
-33.700145,151.306422,"8198 Sydney Ave, Sydney",AC Level 1,150.0,0.26,6:00-22:00,13.0,EVgo
43.688029,-79.494469,"4991 Toronto Ave, Toronto",AC Level 2,150.0,0.19,daytime,33.0,ChargePoint
55.817384,37.547222,"4042 Moscow Ave, Moscow",AC Level 2,350.0,0.19,daytime,57.0,EVgo
37.561417,127.086984,"460 Seoul Ave, Seoul",AC Level 2,22.0,0.43,6:00-22:00,14.0,EVgo
39.944362,116.41808,"4589 Beijing Ave, Beijing",DC Fast Charger,150.0,0.44,6:00-22:00,46.0,ChargePoint
52.451519,13.433367,"1655 Berlin Ave, Berlin",AC Level 1,22.0,0.25,daytime,71.0,Ionity
39.927522,116.408734,"9303 Beijing Ave, Beijing",DC Fast Charger,150.0,0.14,6:00-22:00,98.0,EVgo
19.07913,72.801443,"9063 Mumbai Ave, Mumbai",DC Fast Charger,350.0,0.15,daytime,84.0,ChargePoint
-60.241584,178.89106,"9478 Random Rd, City 114, Country",AC Level 2,50.0,0.48,daytime,65.0,Ionity
55.723382,37.591354,"4213 Moscow Ave, Moscow",AC Level 1,22.0,0.2,daytime,55.0,Tesla
19.422713,-99.088613,"4159 Mexico City Ave, Mexico City",DC Fast Charger,350.0,0.28,24/7,51.0,ChargePoint
39.879067,116.213919,"1668 Beijing Ave, Beijing",AC Level 2,50.0,0.26,24/7,60.0,Tesla
19.465731,-99.044442,"4294 Mexico City Ave, Mexico City",AC Level 2,22.0,0.19,24/7,39.0,Ionity
25.31255,55.345596,"5689 Dubai Ave, Dubai",AC Level 2,50.0,0.11,6:00-22:00,77.0,Ionity
52.462754,13.373803,"410 Berlin Ave, Berlin",AC Level 2,150.0,0.47,daytime,64.0,Ionity
52.407121,13.438041,"264 Berlin Ave, Berlin",DC Fast Charger,150.0,0.43,6:00-22:00,87.0,Greenlots
25.281375,55.237544,"9384 Dubai Ave, Dubai",AC Level 2,350.0,0.41,24/7,45.0,Tesla
13.858255,100.428377,"74 Bangkok Ave, Bangkok",AC Level 2,22.0,0.42,daytime,68.0,Tesla
-40.857002,144.288964,"9326 Random Rd, City 47, Country",DC Fast Charger,50.0,0.38,24/7,55.0,Greenlots
37.669557,126.945894,"8124 Seoul Ave, Seoul",AC Level 1,150.0,0.22,24/7,59.0,EVgo
43.625009,-79.308013,"218 Toronto Ave, Toronto",AC Level 1,350.0,0.27,24/7,80.0,ChargePoint
52.478785,13.335714,"1657 Berlin Ave, Berlin",AC Level 2,350.0,0.15,6:00-22:00,50.0,ChargePoint
-33.791119,151.250879,"2198 Sydney Ave, Sydney",AC Level 2,50.0,0.24,6:00-22:00,25.0,Greenlots
-23.524023,-46.635103,"8725 São Paulo Ave, São Paulo",AC Level 2,350.0,0.43,24/7,56.0,ChargePoint
13.842187,100.444578,"1486 Bangkok Ave, Bangkok",AC Level 1,50.0,0.38,24/7,69.0,ChargePoint
25.360346,55.39956,"5429 Dubai Ave, Dubai",AC Level 1,22.0,0.32,6:00-22:00,61.0,EVgo
13.844398,100.415561,"2931 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.44,6:00-22:00,68.0,Ionity
37.774918,-122.481908,"2472 San Francisco Ave, San Francisco",DC Fast Charger,150.0,0.32,6:00-22:00,81.0,ChargePoint
63.474893,97.343074,"9096 Random Rd, City 366, Country",AC Level 2,150.0,0.31,daytime,79.0,ChargePoint
19.126456,72.811452,"5328 Mumbai Ave, Mumbai",DC Fast Charger,350.0,0.11,6:00-22:00,68.0,EVgo
37.578193,127.042721,"7916 Seoul Ave, Seoul",DC Fast Charger,50.0,0.37,24/7,10.0,Ionity
-33.70819,18.461044,"6424 Cape Town Ave, Cape Town",AC Level 2,150.0,0.42,24/7,52.0,ChargePoint
19.455329,-99.154981,"2495 Mexico City Ave, Mexico City",AC Level 2,22.0,0.13,24/7,77.0,Greenlots
18.914199,72.973568,"8860 Mumbai Ave, Mumbai",AC Level 2,150.0,0.34,6:00-22:00,94.0,EVgo
13.703452,100.428024,"4608 Bangkok Ave, Bangkok",DC Fast Charger,150.0,0.15,6:00-22:00,13.0,Tesla
-33.764776,151.399408,"1049 Sydney Ave, Sydney",AC Level 2,350.0,0.3,daytime,66.0,ChargePoint
-33.862977,18.521997,"291 Cape Town Ave, Cape Town",AC Level 1,150.0,0.24,24/7,31.0,EVgo
-33.734527,18.524304,"8440 Cape Town Ave, Cape Town",AC Level 1,350.0,0.15,24/7,83.0,EVgo
-50.676136,-30.236841,"5675 Random Rd, City 415, Country",AC Level 2,150.0,0.49,6:00-22:00,48.0,Ionity
37.549202,127.034176,"4487 Seoul Ave, Seoul",AC Level 2,150.0,0.29,daytime,23.0,EVgo
34.145077,-118.230671,"9224 Los Angeles Ave, Los Angeles",AC Level 1,22.0,0.16,24/7,72.0,Greenlots
34.012403,-118.206996,"9080 Los Angeles Ave, Los Angeles",AC Level 1,22.0,0.37,daytime,18.0,Tesla
52.51417,13.407809,"7187 Berlin Ave, Berlin",DC Fast Charger,350.0,0.26,daytime,89.0,Greenlots
37.882773,-122.310383,"4890 San Francisco Ave, San Francisco",AC Level 1,150.0,0.33,24/7,93.0,Ionity
13.77701,100.417593,"9255 Bangkok Ave, Bangkok",AC Level 1,50.0,0.47,6:00-22:00,59.0,Greenlots
-33.813613,18.485598,"2284 Cape Town Ave, Cape Town",DC Fast Charger,50.0,0.27,24/7,56.0,ChargePoint
19.14846,72.945366,"2958 Mumbai Ave, Mumbai",AC Level 2,50.0,0.31,24/7,100.0,ChargePoint
-33.866692,151.392932,"4619 Sydney Ave, Sydney",AC Level 1,350.0,0.27,6:00-22:00,92.0,ChargePoint
39.465607,-24.879219,"2039 Random Rd, City 45, Country",DC Fast Charger,350.0,0.25,24/7,70.0,Ionity
19.51882,-99.029138,"388 Mexico City Ave, Mexico City",DC Fast Charger,50.0,0.29,daytime,41.0,Tesla
43.665288,-79.310819,"9680 Toronto Ave, Toronto",AC Level 1,50.0,0.28,daytime,46.0,Tesla
19.19279,72.806193,"4630 Mumbai Ave, Mumbai",AC Level 1,350.0,0.48,daytime,10.0,Tesla
-23.53632,-46.661876,"7300 São Paulo Ave, São Paulo",AC Level 1,50.0,0.44,24/7,50.0,Greenlots
-33.77961,18.486538,"9439 Cape Town Ave, Cape Town",AC Level 2,350.0,0.27,6:00-22:00,67.0,EVgo
-33.864157,151.220673,"625 Sydney Ave, Sydney",AC Level 1,22.0,0.15,24/7,84.0,Tesla
19.597361,-99.047549,"1695 Mexico City Ave, Mexico City",AC Level 1,50.0,0.38,6:00-22:00,75.0,ChargePoint
34.081916,-118.303921,"7560 Los Angeles Ave, Los Angeles",AC Level 1,150.0,0.48,6:00-22:00,10.0,Tesla
-33.746956,151.280979,"5408 Sydney Ave, Sydney",DC Fast Charger,22.0,0.47,6:00-22:00,39.0,EVgo
-45.801232,-45.928271,"4738 Random Rd, City 17, Country",AC Level 1,150.0,0.13,24/7,50.0,Greenlots
41.889223,-87.657818,"2167 Chicago Ave, Chicago",AC Level 2,50.0,0.29,24/7,10.0,EVgo
37.618567,126.962343,"4495 Seoul Ave, Seoul",DC Fast Charger,50.0,0.18,daytime,75.0,Ionity
-23.682236,-46.687861,"4868 São Paulo Ave, São Paulo",AC Level 1,50.0,0.32,24/7,62.0,Ionity
55.887965,37.631035,"7809 Moscow Ave, Moscow",AC Level 1,350.0,0.35,daytime,20.0,Greenlots
-33.76537,151.262881,"9118 Sydney Ave, Sydney",AC Level 1,50.0,0.39,6:00-22:00,13.0,Greenlots
34.11479,-118.387421,"5787 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.14,daytime,76.0,ChargePoint
55.889464,37.647297,"3834 Moscow Ave, Moscow",DC Fast Charger,50.0,0.41,6:00-22:00,43.0,Ionity
19.073344,72.828168,"6042 Mumbai Ave, Mumbai",DC Fast Charger,150.0,0.41,24/7,78.0,ChargePoint
-33.855118,151.338163,"7497 Sydney Ave, Sydney",DC Fast Charger,50.0,0.35,24/7,82.0,ChargePoint
-45.063217,25.414375,"2585 Random Rd, City 89, Country",AC Level 1,22.0,0.12,daytime,97.0,Greenlots
41.81349,-87.673545,"5100 Chicago Ave, Chicago",DC Fast Charger,150.0,0.28,24/7,100.0,Tesla
-33.783924,151.226367,"2969 Sydney Ave, Sydney",DC Fast Charger,50.0,0.41,6:00-22:00,19.0,ChargePoint
25.34324,55.258696,"1256 Dubai Ave, Dubai",AC Level 2,350.0,0.16,6:00-22:00,37.0,ChargePoint
55.716873,37.667216,"6327 Moscow Ave, Moscow",AC Level 2,150.0,0.13,daytime,59.0,Greenlots
19.154062,72.906783,"1469 Mumbai Ave, Mumbai",AC Level 2,150.0,0.32,daytime,84.0,Ionity
19.443046,-99.123398,"3735 Mexico City Ave, Mexico City",DC Fast Charger,150.0,0.39,6:00-22:00,19.0,Tesla
13.789248,100.577573,"5657 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.23,24/7,73.0,ChargePoint
37.552891,126.975384,"7083 Seoul Ave, Seoul",AC Level 1,150.0,0.41,6:00-22:00,15.0,EVgo
34.115914,-118.226991,"3895 Los Angeles Ave, Los Angeles",DC Fast Charger,22.0,0.12,24/7,44.0,Ionity
23.818488,-148.611601,"3783 Random Rd, City 477, Country",AC Level 1,150.0,0.2,24/7,98.0,Greenlots
37.659451,127.042654,"1895 Seoul Ave, Seoul",AC Level 2,50.0,0.48,daytime,74.0,EVgo
25.298952,55.34557,"9868 Dubai Ave, Dubai",AC Level 2,50.0,0.39,6:00-22:00,39.0,Greenlots
52.427302,13.328946,"3534 Berlin Ave, Berlin",DC Fast Charger,150.0,0.19,daytime,76.0,ChargePoint
-33.771737,18.459775,"5162 Cape Town Ave, Cape Town",AC Level 2,22.0,0.24,6:00-22:00,71.0,ChargePoint
-23.647282,-46.53396,"3094 São Paulo Ave, São Paulo",DC Fast Charger,150.0,0.31,24/7,18.0,Greenlots
-33.869684,151.364478,"8449 Sydney Ave, Sydney",DC Fast Charger,50.0,0.43,daytime,75.0,EVgo
37.522762,127.057546,"8169 Seoul Ave, Seoul",DC Fast Charger,50.0,0.41,24/7,23.0,EVgo
37.711699,-122.431753,"6484 San Francisco Ave, San Francisco",DC Fast Charger,350.0,0.12,24/7,93.0,Ionity
18.963157,72.943642,"4370 Mumbai Ave, Mumbai",DC Fast Charger,350.0,0.34,24/7,33.0,Tesla
-35.227662,112.842774,"5488 Random Rd, City 118, Country",AC Level 1,350.0,0.4,24/7,86.0,Greenlots
52.547627,13.340388,"9468 Berlin Ave, Berlin",AC Level 1,50.0,0.24,6:00-22:00,64.0,EVgo
37.537072,126.908734,"5971 Seoul Ave, Seoul",AC Level 1,22.0,0.37,6:00-22:00,28.0,ChargePoint
-23.511272,-46.697148,"2188 São Paulo Ave, São Paulo",AC Level 1,150.0,0.46,daytime,28.0,Ionity
52.454408,13.422358,"4993 Berlin Ave, Berlin",AC Level 1,50.0,0.2,6:00-22:00,18.0,EVgo
19.561485,-99.02118,"1795 Mexico City Ave, Mexico City",DC Fast Charger,22.0,0.39,daytime,23.0,ChargePoint
37.766035,-122.399354,"3458 San Francisco Ave, San Francisco",AC Level 1,22.0,0.16,6:00-22:00,88.0,Tesla
39.806229,116.437386,"4739 Beijing Ave, Beijing",AC Level 1,22.0,0.38,6:00-22:00,80.0,ChargePoint
37.854571,-122.497756,"7541 San Francisco Ave, San Francisco",AC Level 2,22.0,0.23,24/7,33.0,ChargePoint
19.437317,-99.125809,"6777 Mexico City Ave, Mexico City",DC Fast Charger,150.0,0.16,daytime,98.0,Greenlots
71.523671,-1.442445,"2943 Random Rd, City 27, Country",DC Fast Charger,50.0,0.29,6:00-22:00,75.0,Ionity
-23.640338,-46.63148,"87 São Paulo Ave, São Paulo",AC Level 2,22.0,0.38,daytime,61.0,Tesla
41.897809,-87.610736,"8174 Chicago Ave, Chicago",DC Fast Charger,150.0,0.41,6:00-22:00,87.0,Ionity
19.15366,72.987934,"8387 Mumbai Ave, Mumbai",AC Level 2,350.0,0.37,24/7,13.0,EVgo
25.283494,55.288782,"2418 Dubai Ave, Dubai",AC Level 2,22.0,0.46,6:00-22:00,100.0,Tesla
37.884613,-122.417331,"7699 San Francisco Ave, San Francisco",AC Level 1,50.0,0.18,6:00-22:00,24.0,Tesla
43.754166,-79.301213,"5249 Toronto Ave, Toronto",AC Level 1,150.0,0.41,24/7,95.0,ChargePoint
-33.734034,18.588726,"5949 Cape Town Ave, Cape Town",DC Fast Charger,350.0,0.24,6:00-22:00,97.0,Ionity
-33.876366,151.309832,"1734 Sydney Ave, Sydney",DC Fast Charger,22.0,0.41,24/7,96.0,ChargePoint
-33.733611,151.250139,"5355 Sydney Ave, Sydney",AC Level 1,22.0,0.47,daytime,68.0,Ionity
-84.755582,-125.733908,"1904 Random Rd, City 158, Country",DC Fast Charger,150.0,0.4,daytime,78.0,ChargePoint
55.721235,37.6064,"7146 Moscow Ave, Moscow",DC Fast Charger,50.0,0.28,24/7,89.0,Tesla
19.546817,-99.071759,"9095 Mexico City Ave, Mexico City",AC Level 2,50.0,0.15,daytime,56.0,Tesla
55.875329,37.586297,"3948 Moscow Ave, Moscow",AC Level 1,50.0,0.44,24/7,79.0,Ionity
37.520083,126.98894,"1712 Seoul Ave, Seoul",DC Fast Charger,150.0,0.27,daytime,49.0,EVgo
13.801422,100.569311,"4551 Bangkok Ave, Bangkok",AC Level 2,350.0,0.3,24/7,100.0,Ionity
25.248935,55.296032,"1548 Dubai Ave, Dubai",AC Level 1,350.0,0.36,daytime,57.0,Tesla
52.544361,13.356479,"1998 Berlin Ave, Berlin",DC Fast Charger,350.0,0.36,24/7,58.0,Greenlots
-33.877768,18.444957,"4061 Cape Town Ave, Cape Town",AC Level 1,350.0,0.31,daytime,91.0,ChargePoint
19.133029,72.907399,"1556 Mumbai Ave, Mumbai",AC Level 1,22.0,0.38,daytime,62.0,ChargePoint
-48.631504,112.179426,"6039 Random Rd, City 65, Country",AC Level 2,50.0,0.16,24/7,68.0,Tesla
13.739414,100.40047,"9538 Bangkok Ave, Bangkok",AC Level 1,50.0,0.4,daytime,97.0,Greenlots
37.866185,-122.428321,"5169 San Francisco Ave, San Francisco",AC Level 1,150.0,0.32,daytime,84.0,Greenlots
-23.611855,-46.588184,"3846 São Paulo Ave, São Paulo",AC Level 2,50.0,0.12,6:00-22:00,66.0,Tesla
-23.651432,-46.594388,"8628 São Paulo Ave, São Paulo",AC Level 1,350.0,0.46,daytime,98.0,Ionity
52.588358,13.303202,"7694 Berlin Ave, Berlin",AC Level 1,350.0,0.24,24/7,37.0,Ionity
34.080742,-118.230728,"7155 Los Angeles Ave, Los Angeles",AC Level 2,350.0,0.32,24/7,94.0,Tesla
37.512098,127.082839,"8368 Seoul Ave, Seoul",AC Level 2,22.0,0.1,daytime,22.0,Greenlots
25.264653,55.288439,"2431 Dubai Ave, Dubai",AC Level 1,150.0,0.34,24/7,93.0,Greenlots
55.77932,37.649955,"7489 Moscow Ave, Moscow",AC Level 1,22.0,0.38,24/7,67.0,EVgo
-59.187341,-142.692946,"8969 Random Rd, City 330, Country",AC Level 2,50.0,0.46,6:00-22:00,80.0,Tesla
-33.89759,18.514637,"216 Cape Town Ave, Cape Town",AC Level 1,50.0,0.21,daytime,87.0,Greenlots
34.021308,-118.223084,"4722 Los Angeles Ave, Los Angeles",AC Level 1,350.0,0.15,24/7,16.0,EVgo
-33.8606,151.374305,"1527 Sydney Ave, Sydney",AC Level 2,350.0,0.31,6:00-22:00,38.0,EVgo
55.769895,37.633413,"3619 Moscow Ave, Moscow",DC Fast Charger,50.0,0.35,daytime,42.0,EVgo
52.554619,13.404918,"2942 Berlin Ave, Berlin",AC Level 1,150.0,0.46,daytime,50.0,ChargePoint
-33.879878,18.593988,"8244 Cape Town Ave, Cape Town",AC Level 2,22.0,0.14,daytime,15.0,Tesla
41.841869,-87.645349,"3179 Chicago Ave, Chicago",AC Level 1,22.0,0.23,24/7,72.0,EVgo
55.719552,37.560898,"7764 Moscow Ave, Moscow",AC Level 1,350.0,0.2,24/7,58.0,Greenlots
43.773221,-79.389322,"5443 Toronto Ave, Toronto",DC Fast Charger,150.0,0.3,6:00-22:00,57.0,ChargePoint
-35.633636,36.810201,"1671 Random Rd, City 37, Country",AC Level 1,350.0,0.38,6:00-22:00,81.0,Tesla
37.863969,-122.404465,"6858 San Francisco Ave, San Francisco",DC Fast Charger,150.0,0.1,daytime,40.0,Tesla
37.77831,-122.333791,"992 San Francisco Ave, San Francisco",DC Fast Charger,150.0,0.12,24/7,31.0,Tesla
-23.55576,-46.621291,"7350 São Paulo Ave, São Paulo",DC Fast Charger,50.0,0.12,daytime,86.0,Greenlots
-23.517188,-46.548872,"3496 São Paulo Ave, São Paulo",DC Fast Charger,350.0,0.34,daytime,72.0,EVgo
19.139026,72.906236,"5363 Mumbai Ave, Mumbai",AC Level 2,350.0,0.16,daytime,68.0,EVgo
25.38705,55.385499,"6195 Dubai Ave, Dubai",DC Fast Charger,150.0,0.32,24/7,55.0,EVgo
34.192441,-118.300086,"8274 Los Angeles Ave, Los Angeles",AC Level 2,50.0,0.38,daytime,24.0,Greenlots
-23.611967,-46.500605,"8201 São Paulo Ave, São Paulo",AC Level 2,22.0,0.27,6:00-22:00,52.0,EVgo
37.50667,127.056755,"9633 Seoul Ave, Seoul",AC Level 2,350.0,0.5,6:00-22:00,59.0,ChargePoint
-59.872218,-148.048341,"274 Random Rd, City 287, Country",AC Level 1,50.0,0.34,6:00-22:00,99.0,ChargePoint
13.757046,100.526103,"9001 Bangkok Ave, Bangkok",AC Level 1,150.0,0.21,24/7,65.0,EVgo
19.092923,72.917398,"7276 Mumbai Ave, Mumbai",AC Level 1,22.0,0.5,24/7,30.0,Tesla
37.540251,127.096737,"8356 Seoul Ave, Seoul",AC Level 1,22.0,0.28,daytime,71.0,EVgo
13.81295,100.459721,"3638 Bangkok Ave, Bangkok",DC Fast Charger,350.0,0.47,24/7,83.0,Greenlots
37.585683,127.072782,"4084 Seoul Ave, Seoul",AC Level 2,22.0,0.21,6:00-22:00,64.0,ChargePoint
-33.873785,151.322058,"1265 Sydney Ave, Sydney",AC Level 2,50.0,0.14,daytime,46.0,ChargePoint
19.502536,-99.009176,"315 Mexico City Ave, Mexico City",AC Level 1,150.0,0.2,6:00-22:00,44.0,ChargePoint
37.539328,127.080952,"4299 Seoul Ave, Seoul",AC Level 2,50.0,0.27,6:00-22:00,37.0,EVgo
19.526085,-99.104243,"9343 Mexico City Ave, Mexico City",DC Fast Charger,22.0,0.27,24/7,16.0,Ionity
4.047121,-168.675674,"9185 Random Rd, City 377, Country",DC Fast Charger,50.0,0.16,24/7,10.0,Greenlots
37.580411,127.005573,"7182 Seoul Ave, Seoul",AC Level 1,50.0,0.28,24/7,61.0,Tesla
34.157268,-118.226178,"9921 Los Angeles Ave, Los Angeles",AC Level 1,150.0,0.11,24/7,67.0,Greenlots
-33.803254,151.370092,"6599 Sydney Ave, Sydney",AC Level 2,350.0,0.26,6:00-22:00,61.0,Ionity
37.5408,127.082324,"9223 Seoul Ave, Seoul",DC Fast Charger,50.0,0.39,24/7,25.0,ChargePoint
19.44184,-99.144476,"3808 Mexico City Ave, Mexico City",DC Fast Charger,50.0,0.25,24/7,90.0,Greenlots
-23.574965,-46.570013,"4297 São Paulo Ave, São Paulo",DC Fast Charger,150.0,0.29,6:00-22:00,17.0,Tesla
-23.647162,-46.672471,"9213 São Paulo Ave, São Paulo",DC Fast Charger,50.0,0.46,24/7,20.0,Ionity
13.726109,100.529368,"2813 Bangkok Ave, Bangkok",DC Fast Charger,150.0,0.12,daytime,11.0,ChargePoint
52.49327,13.313229,"4705 Berlin Ave, Berlin",AC Level 1,50.0,0.28,24/7,61.0,Ionity
68.260455,20.084404,"7586 Random Rd, City 234, Country",DC Fast Charger,50.0,0.39,daytime,68.0,Tesla
39.836208,116.389878,"5422 Beijing Ave, Beijing",AC Level 2,22.0,0.27,daytime,32.0,Greenlots
37.878479,-122.354907,"7109 San Francisco Ave, San Francisco",DC Fast Charger,150.0,0.41,6:00-22:00,48.0,Tesla
43.725953,-79.310101,"1558 Toronto Ave, Toronto",DC Fast Charger,22.0,0.32,6:00-22:00,44.0,ChargePoint
43.72609,-79.356827,"8680 Toronto Ave, Toronto",AC Level 1,150.0,0.31,6:00-22:00,65.0,Tesla
39.86464,116.30452,"5232 Beijing Ave, Beijing",DC Fast Charger,50.0,0.47,6:00-22:00,39.0,EVgo
